ID,User-ID,Book-ID,Book-Rating,Age,Location,Book-Title,Book-Author,Year-Of-Publication,Publisher
TRAIN_009084,USER_01137,BOOK_215077,0,33,"jacksonville, north carolina, usa",Reunion in Death,J. D. Robb,2002,Berkley Publishing Group
TRAIN_009085,USER_01137,BOOK_215734,0,33,"jacksonville, north carolina, usa",Small Gods: A Novel of Discworld,Terry Pratchett,1994,HarperCollins Publishers
TRAIN_009086,USER_01137,BOOK_216168,0,33,"jacksonville, north carolina, usa",Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books
TRAIN_009087,USER_01137,BOOK_216846,0,33,"jacksonville, north carolina, usa",Sylvia Browne's Book of Dreams,Sylvia Browne,2002,Dutton Books
TRAIN_009088,USER_01137,BOOK_217222,0,33,"jacksonville, north carolina, usa",The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,Jove Books
TRAIN_009089,USER_01137,BOOK_218265,0,33,"jacksonville, north carolina, usa",Unspeakable,Sandra Brown,1998,Replica Books
TRAIN_009090,USER_01137,BOOK_219058,0,33,"jacksonville, north carolina, usa",The Junkyard,Barry Porter,1989,Zebra Books
TRAIN_009091,USER_01137,BOOK_220093,0,33,"jacksonville, north carolina, usa",Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
TRAIN_009092,USER_01137,BOOK_221127,0,33,"jacksonville, north carolina, usa",Congo,Michael Crichton,1995,Ballantine Books
TRAIN_009093,USER_01137,BOOK_221584,0,33,"jacksonville, north carolina, usa",The Verdant Passage (Dark Sun World),Troy Denning,1991,Wizards of the Coast
TRAIN_009094,USER_01137,BOOK_222619,0,33,"jacksonville, north carolina, usa",The Klone and I: A High-Tech Love Story,Danielle Steel,1998,Delacorte Press
TRAIN_009095,USER_01137,BOOK_222933,0,33,"jacksonville, north carolina, usa",The Sigma Protocol,Robert Ludlum,2002,St. Martin's Paperbacks
TRAIN_009096,USER_01137,BOOK_223387,0,33,"jacksonville, north carolina, usa",A Little Yellow Dog: An Easy Rawlins Mystery (Easy Rawlins Mysteries (Hardcover)),Walter Mosley,1996,W. W. Norton &amp; Company
TRAIN_009097,USER_01137,BOOK_223474,0,33,"jacksonville, north carolina, usa",Sanctuary (X-Men: Mutant Empire),Christopher Golden,1996,Berkley Publishing Group
TRAIN_009098,USER_01137,BOOK_223681,0,33,"jacksonville, north carolina, usa",From Cradle to Grave: The Short Lives and Strange Deaths of Marybeth Tinning's Nine Children,Joyce Egginton,1990,Jove Books
TRAIN_009099,USER_01137,BOOK_223871,0,33,"jacksonville, north carolina, usa","The Cadet Murder Case: A True Story of Teen Love and Deadly Revenge (Onyx True Crime, Je 809)",A. W. Gray,1997,Onyx Books
TRAIN_009100,USER_01137,BOOK_225145,0,33,"jacksonville, north carolina, usa","The Puppet King (Dragonlance Chaos Wars, Vol. 3)",Douglas Niles,1999,Wizards of the Coast
TRAIN_009101,USER_01137,BOOK_225174,0,33,"jacksonville, north carolina, usa","Heart Of Devin Mackade (Heartbreakers, The Mackade Brothers) (Silhouette Intimate Moments No 697)",Nora Roberts,1996,Silhouette
TRAIN_009102,USER_01137,BOOK_225762,0,33,"jacksonville, north carolina, usa",The Whole Truth,Janice Kaplan,1997,Berkley Publishing Group
TRAIN_009103,USER_01137,BOOK_226203,0,33,"jacksonville, north carolina, usa",Fat Tuesday (Thomas Black Mysteries),Earl W. Emerson,1996,Fawcett Books
TRAIN_009104,USER_01137,BOOK_226847,0,33,"jacksonville, north carolina, usa",Ultimate Prizes,Susan Howatch,1990,Fawcett Books
TRAIN_009105,USER_01137,BOOK_227025,0,33,"jacksonville, north carolina, usa",Silencing the Voices: One Woman's Triumph over Multiple Personality Disorder,Jean Darby Cline,1997,Berkley Publishing Group
TRAIN_009106,USER_01137,BOOK_227083,0,33,"jacksonville, north carolina, usa",American Icon,Pat Booth,2000,Kensington Publishing Corporation
TRAIN_009107,USER_01137,BOOK_227478,0,33,"jacksonville, north carolina, usa",The Ballad of Frankie Silver,Sharyn McCrumb,1999,Signet Book
TRAIN_009108,USER_01137,BOOK_228051,0,33,"jacksonville, north carolina, usa",Seeing Fireworks (Seeing Fireworks),Elaine Coffman,1997,St. Martin's Press
TRAIN_009109,USER_01137,BOOK_228563,0,33,"jacksonville, north carolina, usa",K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books
TRAIN_009110,USER_01137,BOOK_228685,0,33,"jacksonville, north carolina, usa",G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books
TRAIN_009111,USER_01137,BOOK_228987,0,33,"jacksonville, north carolina, usa",Code Blue,Nancy Fisher,2000,Onyx Books
TRAIN_009112,USER_01137,BOOK_229545,0,33,"jacksonville, north carolina, usa",Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial
TRAIN_009113,USER_01137,BOOK_230422,0,33,"jacksonville, north carolina, usa",Carnival of Fear (Ravenloft),J. Robert King,1993,Wizards of the Coast
TRAIN_009114,USER_01137,BOOK_230581,0,33,"jacksonville, north carolina, usa",Travels With Charley,John Steinbeck,1977,Bantam Books (Mm)
TRAIN_009115,USER_01137,BOOK_230884,0,33,"jacksonville, north carolina, usa",Gone to Earth,Rick Boyer,1991,Fawcett Books
TRAIN_009116,USER_01137,BOOK_231978,0,33,"jacksonville, north carolina, usa",Stud,Jackie Collins,1971,Signet Book
TRAIN_009117,USER_01137,BOOK_232059,0,33,"jacksonville, north carolina, usa","The Kingless Land (Band of Four, Vol. 1)",Ed Greenwood,2001,Tor Books
TRAIN_009118,USER_01137,BOOK_232476,0,33,"jacksonville, north carolina, usa",Desperation,Stephen King,1997,Signet Book
TRAIN_009119,USER_01137,BOOK_233360,0,33,"jacksonville, north carolina, usa",The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,2001,Hyperion
TRAIN_009120,USER_01137,BOOK_233772,0,33,"jacksonville, north carolina, usa",Line of Duty,Michael Grant,1992,Bantam Books
TRAIN_009121,USER_01137,BOOK_234489,8,33,"jacksonville, north carolina, usa",Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
TRAIN_009122,USER_01137,BOOK_236286,0,33,"jacksonville, north carolina, usa",Beach Music,Pat Conroy,2002,Bantam
TRAIN_009123,USER_01137,BOOK_236925,0,33,"jacksonville, north carolina, usa",The Rage of Innocence,William D. Pease,1994,Signet Book
TRAIN_009124,USER_01137,BOOK_237162,0,33,"jacksonville, north carolina, usa",With Hope,Dorothy Garlock,1998,Warner Books
TRAIN_009125,USER_01137,BOOK_237698,7,33,"jacksonville, north carolina, usa",The Man in the Black Suit : 4 Dark Tales,Stephen King,2002,Audioworks
TRAIN_009126,USER_01137,BOOK_237900,0,33,"jacksonville, north carolina, usa","The Yellow House Mystery (Boxcar Children Series, No 3)",Gertrude Chandler Warner,1989,Albert Whitman &amp; Company
TRAIN_009127,USER_01137,BOOK_238929,0,33,"jacksonville, north carolina, usa",Can You Keep a Secret?,Sophie Kinsella,2004,Dial Books
TRAIN_009128,USER_01137,BOOK_240377,0,33,"jacksonville, north carolina, usa",Loving Charity,Catherine Archibald,2000,Leisure Books
TRAIN_009129,USER_01137,BOOK_241620,0,33,"jacksonville, north carolina, usa",Pay Dirt (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1996,Bantam
TRAIN_009130,USER_01137,BOOK_242402,0,33,"jacksonville, north carolina, usa",Duncton Wood,William Horwood,1981,Ballantine Books
TRAIN_009131,USER_01137,BOOK_242671,6,33,"jacksonville, north carolina, usa",Cinnamon (Shooting Stars),V.C. Andrews,2001,Pocket
TRAIN_009132,USER_01137,BOOK_244256,0,33,"jacksonville, north carolina, usa",The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,Jove Books
TRAIN_009133,USER_01137,BOOK_245756,0,33,"jacksonville, north carolina, usa",The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor
TRAIN_009134,USER_01137,BOOK_246207,0,33,"jacksonville, north carolina, usa",Blue Skies (Mira),Robyn Carr,2004,Mira
TRAIN_009135,USER_01137,BOOK_246846,0,33,"jacksonville, north carolina, usa",Deviant Way,Richard Montanari,1997,Pocket
TRAIN_009136,USER_01137,BOOK_246948,0,33,"jacksonville, north carolina, usa",Bleachers,John Grisham,2003,Doubleday
TRAIN_009137,USER_01137,BOOK_247132,0,33,"jacksonville, north carolina, usa","Pride Of Jared Mackade (The Mackade Brothers/) (Silhouette Special Edition, No 1000)",Nora Roberts,1995,Silhouette
TRAIN_009138,USER_01137,BOOK_248179,0,33,"jacksonville, north carolina, usa",The Switch,Sandra Brown,2001,Warner Vision
TRAIN_009139,USER_01137,BOOK_248400,0,33,"jacksonville, north carolina, usa",Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
TRAIN_009140,USER_01137,BOOK_248719,0,33,"jacksonville, north carolina, usa",Ramses: The Son of Light - Volume I (Vol 1),Christian Jacq,1997,Warner Books
TRAIN_009141,USER_01137,BOOK_249193,0,33,"jacksonville, north carolina, usa",Thrill!,Jackie Collins,1998,Simon &amp; Schuster
TRAIN_009142,USER_01137,BOOK_249201,0,33,"jacksonville, north carolina, usa",Cry Wolf,TAMI HOAG,1993,Bantam
TRAIN_009143,USER_01137,BOOK_249525,0,33,"jacksonville, north carolina, usa",Moonlight Becomes You,Mary Higgins Clark,1997,Pocket
TRAIN_009144,USER_01137,BOOK_252111,0,33,"jacksonville, north carolina, usa",Interview with the Vampire,Anne Rice,1993,Ballantine Books
TRAIN_009145,USER_01137,BOOK_252980,0,33,"jacksonville, north carolina, usa","The Last Thane (Dragonlance Chaos Wars, Vol. 1)",Douglas Niles,1998,Wizards of the Coast
TRAIN_009146,USER_01137,BOOK_253708,0,33,"jacksonville, north carolina, usa",The Princess Diaries,Meg Cabot,2001,HarperTrophy
TRAIN_009147,USER_01137,BOOK_254218,0,33,"jacksonville, north carolina, usa",18 Best Stories by Edgar Allan Poe,Edgar Allan Poe,1983,Dell Publishing Company
TRAIN_009148,USER_01137,BOOK_254426,0,33,"jacksonville, north carolina, usa",The Lion's Game,Nelson DeMille,2000,Warner Books
TRAIN_009149,USER_01137,BOOK_254513,0,33,"jacksonville, north carolina, usa",Claws and Effect,RITA MAE BROWN,2002,Bantam
TRAIN_009150,USER_01137,BOOK_255573,0,33,"jacksonville, north carolina, usa",Between Friends,Debbie Macomber,2003,Mira Books
TRAIN_009151,USER_01137,BOOK_256271,0,33,"jacksonville, north carolina, usa",From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group
TRAIN_009152,USER_01137,BOOK_256436,0,33,"jacksonville, north carolina, usa",The Richest Girl in the World: Athina Onassis Roussel : The Onassis Family Legacy,Thomas Martin,2003,AMI Books
TRAIN_009153,USER_01137,BOOK_257748,0,33,"jacksonville, north carolina, usa",Dog Training My Way,Barbara Woodhouse,1997,Berkley Publishing Group
TRAIN_009154,USER_01137,BOOK_257753,0,33,"jacksonville, north carolina, usa",Starvation Heights : The True Story of an American Doctor and the Murder of a British Heiress (True Crime (Warner Books (Firm)).),Gregg Olsen,1997,Warner Books
TRAIN_009155,USER_01137,BOOK_258711,0,33,"jacksonville, north carolina, usa",Taliesin : Book One of the Pendragon Cycle (Pendragon Cycle),Stephen R. Lawhead,1990,Avon
TRAIN_009156,USER_01137,BOOK_259425,0,33,"jacksonville, north carolina, usa","I, Strahd (Ravenloft Books)",P.N. Elrod,1993,Wizards of the Coast
TRAIN_009157,USER_01137,BOOK_259540,0,33,"jacksonville, north carolina, usa",Joust,Mercedes Lackey,2003,Daw Books
TRAIN_009158,USER_01137,BOOK_259827,0,33,"jacksonville, north carolina, usa",FALKENBERG'S LEGION,Jerry Pournelle,1990,Baen
TRAIN_009159,USER_01137,BOOK_259902,0,33,"jacksonville, north carolina, usa",C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam
TRAIN_009160,USER_01137,BOOK_260552,0,33,"jacksonville, north carolina, usa",The Day Before Midnight,Stephen Hunter,1993,Bantam Books
TRAIN_009161,USER_01137,BOOK_261478,0,33,"jacksonville, north carolina, usa","Fistandantilus Reborn (Dragonlance Lost Legends, Vol. 2)",Douglas Niles,1997,Wizards of the Coast
TRAIN_009162,USER_01137,BOOK_261625,0,33,"jacksonville, north carolina, usa",Bertrem's Guide to the Age of Mortals: Everyday Life in Krynn of the Fifth Age (A Dragonlance(r) Novel),Nancy Varian Berberick,2000,Wizards of the Coast
TRAIN_009163,USER_01137,BOOK_262251,0,33,"jacksonville, north carolina, usa",Cat's Eye,Margaret Atwood,1998,Anchor
TRAIN_009164,USER_01137,BOOK_262456,0,33,"jacksonville, north carolina, usa",Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
TRAIN_009165,USER_01137,BOOK_262679,0,33,"jacksonville, north carolina, usa",The Hangman's Beautiful Daughter,Sharyn McCrumb,1993,Onyx Books
TRAIN_009166,USER_01137,BOOK_262894,7,33,"jacksonville, north carolina, usa",Descent into the Depths of the Earth (Greyhawk),Paul Kidd,2000,Wizards of the Coast
TRAIN_009167,USER_01137,BOOK_264341,0,33,"jacksonville, north carolina, usa",Karma,Mitchell Smith,1996,Onyx Books
TRAIN_009168,USER_01137,BOOK_264431,0,33,"jacksonville, north carolina, usa",Complete Home Medical Guide for Cats,Stephen Schneck,1975,Scarborough House
TRAIN_009169,USER_01137,BOOK_265217,0,33,"jacksonville, north carolina, usa",Shocking Pink,Erica Spindler,1998,Mira
TRAIN_009170,USER_01137,BOOK_265345,0,33,"jacksonville, north carolina, usa",Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta
TRAIN_009171,USER_01137,BOOK_266505,0,33,"jacksonville, north carolina, usa","Black Creek Crossing (Saul, John)",John Saul,2004,Ballantine Books
TRAIN_009172,USER_01137,BOOK_266736,0,33,"jacksonville, north carolina, usa",AGE OF INNOCENCE (MOVIE TIE-IN),Edith Wharton,1993,Scribner
TRAIN_009173,USER_01137,BOOK_267306,0,33,"jacksonville, north carolina, usa",Snow Falling on Cedars,David Guterson,1995,Vintage Books USA
TRAIN_009174,USER_01137,BOOK_267426,0,33,"jacksonville, north carolina, usa",Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown"
TRAIN_009175,USER_01137,BOOK_269318,0,33,"jacksonville, north carolina, usa",Alpine Fury (Emma Lord Mysteries),Mary Daheim,1995,Fawcett Books
TRAIN_009176,USER_01137,BOOK_269528,0,33,"jacksonville, north carolina, usa",Violets Are Blue,James Patterson,2002,Warner Vision
TRAIN_009177,USER_01137,BOOK_269888,0,33,"jacksonville, north carolina, usa",The Cat Who Could Read Backwards (Cat Who... (Hardcover)),Lilian Jackson Braun,1997,Putnam Pub Group
TRAIN_009178,USER_01138,BOOK_000230,9,28,"chickasha, oklahoma, usa",The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press
TRAIN_009179,USER_01138,BOOK_001279,0,28,"chickasha, oklahoma, usa","The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey
TRAIN_009180,USER_01138,BOOK_005973,0,28,"chickasha, oklahoma, usa",Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,1995,Ballantine Books
TRAIN_009181,USER_01138,BOOK_023191,0,28,"chickasha, oklahoma, usa",The Testament,John Grisham,1999,Dell
TRAIN_009182,USER_01138,BOOK_025569,0,28,"chickasha, oklahoma, usa",Lucy Sullivan Is Getting Married,Marian Keyes,2000,Avon
TRAIN_009183,USER_01138,BOOK_029806,9,28,"chickasha, oklahoma, usa",The Gift of Fear : Survival Signals That Protect Us from Violence,Gavin De Becker,1997,"Little, Brown"
TRAIN_009184,USER_01138,BOOK_030944,0,28,"chickasha, oklahoma, usa",Scarlet Feather,Maeve Binchy,2001,Dutton Books
TRAIN_009185,USER_01138,BOOK_037550,0,28,"chickasha, oklahoma, usa",One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book
TRAIN_009186,USER_01138,BOOK_047819,0,28,"chickasha, oklahoma, usa",The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor
TRAIN_009187,USER_01138,BOOK_051673,0,28,"chickasha, oklahoma, usa",Generation X: Tales for an Accelerated Culture,Douglas Coupland,1992,St. Martin's Press
TRAIN_009188,USER_01138,BOOK_052426,0,28,"chickasha, oklahoma, usa",Seven Seasons of Buffy: Science Fiction and Fantasy Writers Discuss Their Favorite Television Show,Glenn Yeffeth,2003,Benbella Books
TRAIN_009189,USER_01138,BOOK_052439,0,28,"chickasha, oklahoma, usa",The Long Dark Tea-Time of the Soul,Douglas Adams,1989,Simon &amp; Schuster
TRAIN_009190,USER_01138,BOOK_066153,0,28,"chickasha, oklahoma, usa",The Corrections,Jonathan Franzen,2001,Farrar Straus &amp; Giroux
TRAIN_009191,USER_01138,BOOK_072542,5,28,"chickasha, oklahoma, usa",Addicted : A Novel,Zane,2001,Atria
TRAIN_009192,USER_01138,BOOK_073143,8,28,"chickasha, oklahoma, usa",Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
TRAIN_009193,USER_01138,BOOK_092555,5,28,"chickasha, oklahoma, usa",Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
TRAIN_009194,USER_01138,BOOK_097861,0,28,"chickasha, oklahoma, usa",Wild Animus,Rich Shapero,2004,Too Far
TRAIN_009195,USER_01138,BOOK_099435,0,28,"chickasha, oklahoma, usa",On the Road,Jack Kerouac,1991,Penguin Books
TRAIN_009196,USER_01138,BOOK_101412,8,28,"chickasha, oklahoma, usa",Wasted: A Memoir of Anorexia and Bulimia,Marya Hornbacher,1998,Little Brown and Company
TRAIN_009197,USER_01138,BOOK_108575,0,28,"chickasha, oklahoma, usa","Wizard's First Rule (Sword of Truth, Book 1)",Terry Goodkind,1997,Tor Fantasy
TRAIN_009198,USER_01138,BOOK_112479,0,28,"chickasha, oklahoma, usa",CLOCKS,Agatha Christie,1979,Pocket
TRAIN_009199,USER_01138,BOOK_140653,4,28,"chickasha, oklahoma, usa",Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel,1997,Riverhead Books
TRAIN_009200,USER_01138,BOOK_160588,10,28,"chickasha, oklahoma, usa","The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions",Scott Adams,1996,HarperBusiness
TRAIN_009201,USER_01138,BOOK_165961,0,28,"chickasha, oklahoma, usa",Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books
TRAIN_009202,USER_01138,BOOK_169304,5,28,"chickasha, oklahoma, usa",The Basic Writings of C.G. Jung,C. G. Jung,1991,Princeton University Press
TRAIN_009203,USER_01138,BOOK_176342,0,28,"chickasha, oklahoma, usa",Little Girls in Pretty Boxes: The Making and Breaking of Elite Gymnasts and Figure Skaters,Joan Ryan,1996,Warner Books
TRAIN_009204,USER_01138,BOOK_176344,0,28,"chickasha, oklahoma, usa",A Painted House,John Grisham,2001,Dell Publishing Company
TRAIN_009205,USER_01138,BOOK_176714,6,28,"chickasha, oklahoma, usa",On the Couch,Alisa Kwitney,2004,Avon Trade
TRAIN_009206,USER_01138,BOOK_179964,0,28,"chickasha, oklahoma, usa",Look at Me,Jennifer Egan,2002,Anchor Books/Doubleday
TRAIN_009207,USER_01138,BOOK_184212,0,28,"chickasha, oklahoma, usa",Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter
TRAIN_009208,USER_01138,BOOK_192447,0,28,"chickasha, oklahoma, usa",The Light Fantastic (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch
TRAIN_009209,USER_01138,BOOK_207181,9,28,"chickasha, oklahoma, usa",Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic
TRAIN_009210,USER_01138,BOOK_209991,0,28,"chickasha, oklahoma, usa",Ophelia Speaks : Adolescent Girls Write About Their Search for Self,Sara Shandler,1999,Perennial
TRAIN_009211,USER_01138,BOOK_212671,10,28,"chickasha, oklahoma, usa","Are You There God?  It's Me, Margaret",Judy Blume,1991,Laure Leaf
TRAIN_009212,USER_01138,BOOK_218348,0,28,"chickasha, oklahoma, usa",Kill Kill Faster Faster: A Novel,Joel Rose,1998,Penguin Books
TRAIN_009213,USER_01138,BOOK_222294,0,28,"chickasha, oklahoma, usa",The Dead Zone,Stephen King,2004,Signet Book
TRAIN_009214,USER_01138,BOOK_228915,0,28,"chickasha, oklahoma, usa",The Prince and the Pauper (Watermill Classic),Mark Twain,1981,Troll Communications
TRAIN_009215,USER_01138,BOOK_232482,7,28,"chickasha, oklahoma, usa",Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic
TRAIN_009216,USER_01138,BOOK_241844,0,28,"chickasha, oklahoma, usa",White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books
TRAIN_009217,USER_01138,BOOK_253708,0,28,"chickasha, oklahoma, usa",The Princess Diaries,Meg Cabot,2001,HarperTrophy
TRAIN_009218,USER_01138,BOOK_257673,0,28,"chickasha, oklahoma, usa",Girl Talk,Julianna Baggott,2002,Washington Square Press
TRAIN_009219,USER_01138,BOOK_259029,0,28,"chickasha, oklahoma, usa",Tropic of Cancer,Henry Miller,1987,Grove Press
TRAIN_009220,USER_01138,BOOK_261642,0,28,"chickasha, oklahoma, usa","Stone of Tears (Sword of Truth, Book 2)",Terry Goodkind,1996,Tor Fantasy
TRAIN_009221,USER_01138,BOOK_261787,8,28,"chickasha, oklahoma, usa",Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
TRAIN_009222,USER_01138,BOOK_267054,10,28,"chickasha, oklahoma, usa",Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
TRAIN_009223,USER_01140,BOOK_084045,10,25,"barcelona, barcelona, spain",La Sombra del Viento,Carlos Ruiz Zafon,2003,Planeta
TRAIN_009224,USER_01140,BOOK_185539,0,25,"barcelona, barcelona, spain",Lobo estepario,Hermann Hesse,1998,"Editorial Diana, S.A."
TRAIN_009225,USER_01140,BOOK_214406,0,25,"barcelona, barcelona, spain",El Arpa de Hierba,Truman Capote,2003,Anagrama
TRAIN_009226,USER_01141,BOOK_216357,0,35,"dillsburg, pennsylvania, usa",Watership Down,Richard Adams,1976,Avon
TRAIN_009227,USER_01143,BOOK_127008,5,23,"barcelona, catalunya, spain",Patty Diphusa,Pedro Almodovar,1998,Anagrama
TRAIN_009228,USER_01144,BOOK_075165,0,27,"lancaster, pennsylvania, usa",Leaving Las Vegas,John O'Brien,1995,Grove Press
TRAIN_009229,USER_01144,BOOK_111012,0,27,"lancaster, pennsylvania, usa",The Notebook,Nicholas Sparks,1998,Warner Books
TRAIN_009230,USER_01144,BOOK_118038,0,27,"lancaster, pennsylvania, usa",The Chamber,John Grisham,1995,Dell Publishing Company
TRAIN_009231,USER_01144,BOOK_133932,0,27,"lancaster, pennsylvania, usa",The Runaway Jury,JOHN GRISHAM,1997,Dell
TRAIN_009232,USER_01144,BOOK_163526,0,27,"lancaster, pennsylvania, usa",The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
TRAIN_009233,USER_01144,BOOK_168521,0,27,"lancaster, pennsylvania, usa",The Prince of Tides,Pat Conroy,1987,Bantam Books
TRAIN_009234,USER_01144,BOOK_181835,0,27,"lancaster, pennsylvania, usa",The Client,John Grisham,1994,Dell Publishing Company
TRAIN_009235,USER_01144,BOOK_219651,0,27,"lancaster, pennsylvania, usa","Valley of the Horses (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1983,Bantam Doubleday Dell
TRAIN_009236,USER_01144,BOOK_244387,0,27,"lancaster, pennsylvania, usa",The Pelican Brief,John Grisham,1993,Dell
TRAIN_009237,USER_01144,BOOK_261929,0,27,"lancaster, pennsylvania, usa",The Firm,John Grisham,1992,Bantam Dell Publishing Group
TRAIN_009238,USER_01145,BOOK_004805,8,39,"alexandria, virginia, usa",The Third Victim,LISA GARDNER,2001,Bantam
TRAIN_009239,USER_01145,BOOK_079749,8,39,"alexandria, virginia, usa",The Ambush of My Name,Jeffrey Marks,2001,Silver Dagger Mysteries
TRAIN_009240,USER_01145,BOOK_199895,6,39,"alexandria, virginia, usa",The President's Daughter,Jack Higgins,1998,Berkley Publishing Group
TRAIN_009241,USER_01145,BOOK_258012,5,39,"alexandria, virginia, usa",Death at Devil's Bridge: A Victorian Mystery (Prime Crime Mysteries),Robin Paige,1998,Berkley Publishing Group
TRAIN_009242,USER_01145,BOOK_264651,4,39,"alexandria, virginia, usa",Outfoxed,Rita Mae Brown,2000,Ballantine Books
TRAIN_009243,USER_01146,BOOK_129430,0,23,"hazel green, alabama, usa",Aztec,Gary Jennings,1997,Forge
TRAIN_009244,USER_01147,BOOK_028038,0,35,"gorham, maine, usa","Bad Dog, Andy: A Parody",John Paragon,1997,General Publishing Group
TRAIN_009245,USER_01148,BOOK_000600,0,35,"oxnard, california, usa",Hemlock Bay,Catherine Coulter,2002,Jove Books
TRAIN_009246,USER_01148,BOOK_005218,0,35,"oxnard, california, usa",Female Intelligence,Jane Heller,2002,St. Martin's Paperbacks
TRAIN_009247,USER_01148,BOOK_009330,0,35,"oxnard, california, usa",A Patchwork Planet,ANNE TYLER,2001,Ballantine Books
TRAIN_009248,USER_01148,BOOK_037383,0,35,"oxnard, california, usa",Hollywood Wives - The New Generation,Jackie Collins,2002,Pocket
TRAIN_009249,USER_01148,BOOK_076210,0,35,"oxnard, california, usa",Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Robert T. Kiyosaki,2000,Warner Books
TRAIN_009250,USER_01148,BOOK_077609,0,35,"oxnard, california, usa",The Legacy,D. W. Buffa,2003,Warner Books
TRAIN_009251,USER_01148,BOOK_081524,0,35,"oxnard, california, usa",Dangerous,Nora Roberts,2002,Silhouette
TRAIN_009252,USER_01148,BOOK_094684,0,35,"oxnard, california, usa","Executive Power (Flynn, Vince)",Vince Flynn,2003,Atria Books
TRAIN_009253,USER_01148,BOOK_098260,0,35,"oxnard, california, usa",Summer in Eclipse Bay,Jayne Ann Krentz,2002,Jove Books
TRAIN_009254,USER_01148,BOOK_138079,0,35,"oxnard, california, usa",The PMS Outlaws : An Elizabeth MacPherson Novel,Sharyn McCrumb,2001,Bantam Books
TRAIN_009255,USER_01148,BOOK_141222,0,35,"oxnard, california, usa",Chasing the Dime,Michael Connelly,2003,Warner Books
TRAIN_009256,USER_01148,BOOK_149515,0,35,"oxnard, california, usa",Summer Light,Luanne Rice,2002,Bantam Books
TRAIN_009257,USER_01148,BOOK_258509,0,35,"oxnard, california, usa",Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback)),Clive Cussler,2003,Berkley Publishing Group
TRAIN_009258,USER_01149,BOOK_051086,9,25,"tel-aviv, n/a, israel",The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,Berkley Publishing Group
TRAIN_009259,USER_01149,BOOK_074121,4,25,"tel-aviv, n/a, israel",Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995,Ballantine Books
TRAIN_009260,USER_01149,BOOK_078885,1,25,"tel-aviv, n/a, israel",The Pick Operating System,Joseph St. John Bate,1987,Thomson Learning
TRAIN_009261,USER_01149,BOOK_096614,8,25,"tel-aviv, n/a, israel",MAN-KZIN WARS IV,Larry Niven,1991,Baen
